4968	0.64670014 2.209391 -0.533899 0.9564386 0.1681034 -0.06420371 -0.3969104 -0.3994972 -1.3530962 -0.40192607 0.12707686 0.4626693 -0.57712865 0.111273475 -0.291523 -0.26317474
4964	-0.86504984 0.5049677 -0.057856083 -0.60062456 -0.89566815 -0.35007906 -0.12986678 0.042263657 -0.026977733 -0.56040204 -0.37762558 -0.7898981 -0.28736883 -0.22733986 -0.48935676 -0.20333591
4962	-0.48190308 1.0206447 0.5004713 0.55783176 0.27325323 -0.467278 -0.353581 0.043266505 -0.05269599 -0.118165605 0.20838201 -0.046174124 -0.034372494 -0.043583073 -0.09404645 -0.0909584
6247	-0.84755135 0.39069393 -0.44157696 -0.52637744 0.12049252 0.06897494 -0.3704557 0.09599003 -0.5487092 0.0023351312 -0.17667565 0.08628349 0.1239005 0.17043057 0.19254123 0.17993248
6100	-0.6181779 0.441265 0.5746748 0.7813477 -0.95904183 -0.20681243 -0.08474466 0.19432992 0.62436 0.38030905 0.16318023 -0.33345973 -0.12048228 -0.033228375 0.1311046 0.097690284
6448	0.19418001 0.16701618 0.118299425 -0.68188894 -0.09496261 0.34805673 -0.046270415 0.09401688 -0.38662064 0.1159298 0.029717565 -0.031773373 0.3072667 -0.10308367 0.070525974 0.21810448
6306	0.3185141 -0.7437874 -0.39371377 0.43947014 0.10919586 0.16214024 -0.3742847 0.24229139 0.057642914 -0.051848494 -0.13714015 0.017033562 -0.033232138 0.19674721 -0.094182506 0.2744985
6747	0.040418386 0.87567985 -0.115801334 -0.20804381 0.7058121 0.03332144 0.4146824 -0.0369066 -0.05679211 0.17574833 0.18501985 -0.17244606 -0.052507117 0.14366028 -0.0145961195 0.22391549
6904	-0.53703785 -0.3910265 -0.37921238 0.5387889 0.124913275 0.16568238 -0.112774745 0.18190801 -0.082100645 -0.33688283 -0.25050464 -0.10684149 0.22156611 0.28251716 0.36150333 -0.3287071
6907	-0.79248714 -0.5195677 -0.346318 0.307073 -0.032927513 0.21274437 -0.17830013 0.24958426 0.10772182 0.016988143 -0.35999525 0.09696889 0.026454598 0.20948428 0.1588615 0.2113305
7075	-1.0165167 -0.64079916 -0.7132541 0.04682988 -0.19605798 0.2613197 -0.17021047 0.22600728 -0.13539633 -0.17414533 -0.18760264 0.30302194 -0.016649932 0.34038484 0.06460865 0.014226422
7155	-0.7797899 0.21934643 0.18490773 0.287954 -0.08249411 -0.5813171 -0.22095163 0.054742992 0.12354703 0.51736647 -0.18589151 -0.13102327 0.27826482 0.07681351 -0.14554402 -0.08643226
7273	-0.32771635 0.09317967 -0.20605868 0.05453396 0.05481726 0.04672861 0.056462616 0.09313169 0.062891096 -0.096314736 0.17849892 0.16941278 0.2783885 -0.10741294 -0.107329324 -0.14179714
7406	0.8309581 0.54710364 0.1711778 0.1524657 -1.2201866 0.34837687 0.59335625 0.12143898 0.29323742 0.026538014 -0.06186652 -0.114278 -0.20697671 -0.43448165 0.009955984 -0.3989208
7489	-0.16687346 0.88466156 -0.101821184 -0.4204849 -0.5732417 -0.29252622 -0.020643383 0.43813354 -0.08123748 0.41223878 -0.06273925 -0.03920278 0.12931713 0.30648705 -0.096016444 0.023152407
9378	1.6432676 0.11573976 -0.48787916 -0.6208122 0.38149497 0.34860983 -0.47473443 -0.34337255 -0.029290646 0.08049275 0.17842627 -0.33260214 0.077334404 -0.26817563 0.23846993 -0.17924704
7621	-0.6346712 -0.54655015 0.10470247 -0.06504345 0.25796124 0.38636735 -0.12686834 0.1755597 0.18689865 0.072915375 0.055092514 0.29644272 -0.21888122 -0.10841581 0.22224489 0.011670593
7928	0.19894314 -0.34040463 -0.30874336 0.10469711 -0.43596137 0.21144558 -0.30346662 0.28056347 0.16539341 0.19231011 -0.07844472 -0.3108694 -0.08551116 0.13031575 -0.15533856 -0.013918992
7930	0.3852718 -0.49790537 -0.23005205 0.28078073 -0.4047947 0.2871654 -0.28016162 0.2939129 0.17514323 0.089466915 -0.015203714 -0.37020546 -0.05669774 0.23693493 -0.12788917 0.047220383
8022	0.056638002 0.6016491 -0.18911171 -0.10642612 0.22266644 0.011609636 0.063192755 -0.1221914 0.23497903 0.28071058 0.21933764 -0.19168203 0.14199138 0.08018405 0.15661056 0.1705586
8037	-0.13553524 -0.6723969 -0.23433048 0.5133635 0.15870094 0.26206133 -0.4505679 0.11608517 0.11815285 -0.072689846 -0.004845619 -0.23133187 0.23696944 0.47598913 0.35964742 0.046818156
8059	-0.052669764 0.52678925 -0.45336497 -0.030716479 0.38957074 -0.02179557 0.4349807 0.2793917 -0.023636445 -0.1094188 -0.3154146 -0.044187024 -0.12877281 0.06480052 -0.017559478 -0.052543655
8211	0.35335755 0.18181086 0.8613362 0.36455926 0.6806325 0.42694935 -0.1065219 -0.2688268 0.19589895 0.036797866 -0.08382791 0.13651177 0.089413166 -0.20649005 -0.16126205 -0.17738572
8283	0.40364456 0.28524017 0.062155545 0.06254673 -0.6398314 0.20678903 0.37096334 -0.054174274 0.023941979 -0.053561896 -0.23372966 0.1258592 -0.06156616 -0.1814333 0.2507718 -0.00805635
8337	-0.6199174 -0.29358387 -0.87733805 -0.02415663 -0.30598536 0.046154216 0.25919947 -0.036685288 -0.060080722 -0.14144243 -0.26265484 0.19589727 0.23604017 0.07710149 0.17195724 -0.029612295
8482	-0.55748653 0.87809473 -0.27352852 -0.47025537 -0.07587147 -0.35012165 -0.3585797 -0.3021884 0.17653488 0.1969838 -0.26332512 -0.18708305 0.25240374 0.115940355 0.028237209 0.30247307
8481	-1.0060973 -0.23509383 -0.4597224 -0.41856623 -0.08905691 -0.09791528 -0.06294972 0.07835221 0.12607637 0.0024584234 0.059287727 0.24135062 -0.022999316 -0.102494806 0.09230892 -0.055561937
8858	1.6177983 0.17223811 -0.24436653 -0.34182513 -0.48494798 0.55483913 -0.045937225 0.38523567 -0.029743299 0.1469606 0.36070776 -0.019370198 0.061694175 -0.019748166 -0.1652433 -0.32981667
8868	1.0716681 0.060932875 0.401354 -0.13500327 -0.20933697 0.4846327 -0.11778448 0.21686894 0.150879 0.15915264 0.3344059 -0.11162053 0.07908645 0.09437669 0.0324464 -0.06667979
8861	0.25450826 -0.062316716 -0.033465803 -0.43585265 -0.2743641 0.14445136 -0.360403 0.25147253 -0.20915796 0.14503892 0.0016214848 -0.16453977 -0.13471738 -0.052812725 0.13829376 -0.04185131
9054	-0.91323376 -0.29637772 0.0621953 -0.68316257 0.39410612 0.35337093 0.1339961 0.022755384 -0.012067087 -0.053316243 0.00018173456 0.20551641 -0.026809186 -0.1186175 0.074941576 -0.13623735
8864	1.132798 -0.068879664 0.007628739 -0.4286332 -0.41270477 0.38886866 -0.260062 0.15639824 0.10964793 0.070383325 0.3936236 -0.055071294 0.044487745 0.12421448 0.0401889 -0.09311907
9216	-0.51810026 -0.31619442 0.85271937 0.38589206 -0.5495297 0.032592177 0.18147704 -1.0602145 0.064179786 -0.40564394 0.50229156 -0.58804905 0.20128882 -0.2392456 0.17851421 0.075256646
9135	0.42243123 0.902465 -0.42977437 0.13341814 -0.43442833 -0.81390876 -0.23599106 0.11727548 0.77746934 -0.37729457 0.7042723 0.3738708 -0.25679177 0.19351229 0.113953754 -0.032506157
10179	2.1109586 -0.65687335 -0.20872182 0.5960482 0.3252903 -0.593339 0.26375332 -0.06713176 0.07374085 -0.25792962 0.24865043 0.30118692 -0.23660238 -0.3184048 -1.1469512 0.8692147
9968	-0.8664117 0.06358805 0.45472795 -0.12829077 0.45365903 0.14855532 0.036068022 0.033423483 0.082791775 0.037218854 0.07380235 0.162626 0.07806617 -0.07695138 0.041485928 -0.028127467
9981	-0.57402515 0.073504865 0.054710925 -0.47686732 0.030175894 0.09081421 -0.22653177 0.08965495 -0.025506362 -0.1792524 0.21402925 0.01768209 0.1755004 -0.068049446 0.03164342 -0.107782975
10093	0.25468588 -0.99704814 -0.28897977 0.11244941 -0.118980974 -0.6076774 -0.0050409287 0.26162285 -0.33491766 -0.3896997 -0.2280842 0.09490053 0.2562675 -0.24653515 0.04167296 0.34739548
10141	2.4358764 -0.8177085 0.49561936 0.13047194 0.022024512 -0.71331716 -0.101172164 -0.18720856 0.077111885 -0.15025058 0.10727513 -0.034223035 -0.22148779 -0.45411268 -0.063337065 0.030607793
10233	2.638101 -0.95177996 -0.062309265 -0.12885672 -0.10396689 -0.9551815 -0.23198733 -0.19662078 -0.08214222 -0.09899018 0.12440884 -0.078991726 -0.2858697 -0.504986 -0.11731235 -0.09152723
10373	0.6637125 -0.8179784 -0.11628449 -0.50786936 -0.60199594 -0.7715675 0.00035636127 -0.20004876 0.016236626 -0.19479677 -0.10292733 -0.071536586 0.22067863 -0.19636405 0.0028434321 0.13187379
10720	0.08306813 -0.64039993 -0.47461793 0.24362987 0.3204998 0.03112048 -0.41431022 0.21085662 -0.11977428 -0.61502993 -0.18039694 -0.28430843 0.19540757 0.51514107 0.5312677 -0.20297961
10527	-0.89636755 -0.0645864 -0.32992482 -0.3347578 0.291535 0.06284139 0.33137935 0.13282907 -0.04901445 0.25990337 0.019900084 0.043092728 0.000751853 -0.20790389 0.08738586 0.16621529
11330	-0.7499542 -0.33108354 1.0129814 -0.17418063 -0.017160386 0.46335697 -0.16512726 -0.40799668 -0.087991625 -0.2853699 0.22414207 0.31019494 -0.18374017 0.059962906 0.1746016 0.10021819
10773	-0.97443247 -0.63091195 0.012033403 -0.36666083 -0.29643047 0.13441741 -0.18733017 0.18210727 -0.08764446 -0.21342309 -0.15766972 0.15951782 -0.32712877 0.04232288 0.12875117 0.24499604
10949	0.8585427 0.2015787 -0.45989794 0.0104519725 -0.06958592 0.29780602 -0.0852027 -0.08946538 0.25001854 0.015269443 0.20629442 0.45390344 -0.027319998 -0.015414216 -0.016573813 -0.055907242
11261	-0.5412431 -0.28470153 0.18634409 -0.6543677 0.56531394 -0.124771595 0.40062678 0.02626136 0.29713613 -0.5960539 -0.011996508 0.11847378 0.25824428 -0.28059295 -0.045753505 -0.23511422
12165	-0.62747335 0.26817712 1.1072087 0.38153583 0.18954906 0.56898683 -0.27376002 -0.65932846 -0.47085673 0.2670725 -0.26906255 -0.18514894 -0.11689091 -0.039336048 -0.21215738 0.103427365
11581	-0.8728776 0.709026 0.43235904 -0.8954184 0.29534766 -0.3577372 -0.74754626 -0.23156323 0.15886958 0.15834002 -0.23419496 -0.04978472 0.033596665 -0.017660573 -0.04927876 0.137699
11786	1.3654127 -1.2055866 0.122891724 -0.4122162 -0.44494975 -0.759447 0.38779974 -0.5142578 -0.79663444 -0.3808658 0.44851434 -0.13189234 0.16897914 -0.18648656 0.48994327 0.2808611
11983	2.4845428 -0.513348 -0.2807052 0.6774112 0.21879485 -0.680631 0.29404935 -0.28677708 0.105422415 -0.35418302 0.34804314 0.10968308 -0.2053857 -0.2334345 -1.1212058 0.5339693
11982	2.5179076 -0.59078884 -0.47118077 0.37959504 0.18210226 -0.7644117 0.21332607 -0.33908877 0.06759108 -0.48088622 0.26974547 0.24960789 -0.23468558 -0.24947736 -1.0761192 0.59834605
11984	2.4779875 -0.5351676 -0.35323393 0.5097823 0.21344283 -0.6619969 0.2377564 -0.32795763 0.12673624 -0.38680512 0.3702916 0.21250525 -0.19134717 -0.29522797 -1.0169966 0.6500867
12293	-0.70295525 -0.5698426 0.32618195 0.017846882 0.14946869 -0.07784239 0.13551414 0.02305621 -0.032637164 0.18551706 -0.13362104 -0.030956924 0.116239846 -0.23456666 -0.20276572 -0.09805551
12199	-0.85309315 -0.45851856 -0.64282393 -0.23425472 -0.40322328 0.34892046 -0.10268011 0.3037727 -0.16565211 0.22340862 -0.016331553 0.14109363 0.24550545 -0.057866916 -0.03891259 -0.083606064
5821	2.0659919 -0.18144178 0.4847607 -0.29132748 -0.5735153 0.80412674 -0.33771688 0.09702802 -0.0904941 0.48048896 0.48516822 -0.6470257 -0.2701725 -0.12702522 0.4069521 -0.0887134
12651	-0.6337304 -0.45968932 0.52652055 -0.47926354 -0.90187585 -0.079348005 -0.12853675 -0.21916787 0.27526385 -0.05603203 -0.08693659 -0.31007743 0.14755547 -0.032463543 0.04703223 -0.1941279
12460	-0.4390421 0.562784 0.058767915 -0.29300463 0.10390881 -0.06762198 -0.45671415 -0.61135745 -0.08423771 0.100222275 0.029791117 -0.026777193 0.21359926 0.016037218 -0.046873797 0.19882558
12462	-0.4294181 0.7673819 -0.285825 -0.38124073 -0.089362696 -0.41068792 -0.20494014 -0.25110877 -0.15220553 -0.31559992 0.12854731 -0.13028611 0.054190338 0.1702927 0.053184874 -0.015520722
13668	-0.9765091 -0.24879491 -0.16521013 -0.37096536 0.09428716 -0.052440003 -0.1805037 -0.25433284 0.19202188 0.14514793 0.18262923 0.07632589 0.10344803 -0.12391147 -0.048762105 0.02884126
12784	1.9383217 -0.5071192 -0.7797334 0.3898784 0.20220423 0.19166386 -0.74661154 0.13852102 -0.21227594 -0.70866734 -0.11288768 0.006501347 0.043604195 0.008870177 -0.06115353 -0.037799764
12886	-0.24176931 0.30445105 0.33656698 0.12339926 0.41854098 0.33195165 0.052945435 0.033358753 -0.02103728 0.07309021 0.3000583 0.16756164 0.2952903 -0.12768868 0.06974347 -0.08248268
13074	1.3083141 0.24400342 -1.1664624 0.5455132 0.14211693 0.08692989 0.7890379 -0.12837574 -0.4727065 0.17975362 0.26841718 0.12641834 0.13024572 -0.2139228 0.053992733 0.2900334
13075	1.3083141 0.24400342 -1.1664624 0.5455132 0.14211693 0.08692989 0.7890379 -0.12837574 -0.4727065 0.17975362 0.26841718 0.12641834 0.13024572 -0.2139228 0.053992733 0.2900334
12746	-0.09337592 -0.6190289 0.13711363 -0.19035912 -0.062694326 -0.12644124 0.05397293 0.16455275 0.107604004 -0.01642844 -0.19022033 0.032381326 0.03334719 -0.3283564 0.09659478 0.05081026
12794	2.1010766 -0.445525 1.7636056 0.6946516 0.5159453 -0.8468774 0.24461928 -0.20494781 -0.36071932 0.41872948 -0.07019949 -0.08983748 0.19322607 0.27470297 0.017218545 -0.3631417
12945	0.30652046 -0.15293163 -0.5070646 0.35598415 0.40991428 -0.05274331 0.3947631 0.23727173 -0.33385652 -0.3490315 0.1444313 -0.22592796 0.18559 0.24677327 0.08814338 -0.06599416
13037	-0.32899308 0.5957178 1.6982384 1.164755 0.6400131 0.666071 -0.20607145 -0.15136088 -0.1450035 0.41380572 -0.5329228 -0.40861338 0.43576896 0.118144505 -0.3132389 -0.06805849
13287	-0.9435406 -0.6989256 0.044940054 0.1589235 0.06129411 0.020507785 0.010665312 0.105205685 0.25647742 -0.025131091 -0.13991779 0.15482439 -0.10474825 -0.027419947 0.044853985 -0.11719105
14318	1.7328532 0.08876899 -0.3889898 0.082367 -1.0727866 0.7660268 -0.35206997 -0.21722999 -0.2895062 0.3195982 0.13101417 -0.31291592 -0.45609835 -0.04045187 0.0049486123 -0.3406444
13793	0.03824377 -1.2895766 0.365946 -0.1391936 -0.092008665 -0.5991399 -0.099366315 0.08073267 0.22959642 -0.23547696 -0.2987434 0.21731088 -0.16902098 -0.20486715 -0.11070882 0.12487553
13912	2.151643 -0.7734314 1.4426367 0.17728192 0.39636847 -1.0796664 0.26316944 -0.20326824 -0.38068938 0.56241006 0.034271598 -0.06446612 0.1851036 0.45540395 0.031018026 -0.39430365
14317	-0.8680024 0.5221522 0.12830406 -0.8150481 0.2759553 -0.15481251 -0.29061761 0.023067981 -0.2027101 -0.022764742 -0.14356294 -0.152873 0.17389727 -0.029764459 0.062112905 0.0031467155
13753	-0.6235342 -1.0674717 0.935172 -0.180412 -0.04406078 -0.3092228 0.11898431 -0.10903698 -0.07285684 -0.15019979 -0.24286643 0.26616246 -0.045116782 -0.14155374 -0.04558607 0.2043978
14449	-0.47855496 -0.7166642 0.19433469 -0.032060564 -0.010899901 -0.15721038 -0.13377413 0.032694817 0.06616239 0.38437432 -0.012730598 -0.013914987 0.017538667 -0.1231723 -0.2106414 -0.15203746
15315	-0.6909399 0.3940693 -0.25709033 -0.40773046 0.56283796 0.016162198 0.63329315 -0.19998446 0.10584541 0.023222283 0.021607757 -0.03844033 -0.14139663 0.04751668 0.14085424 0.11296064
14492	0.03265524 1.2107605 0.8807239 0.43108907 0.4093108 -0.19304952 -0.41946238 0.12851316 0.18647961 -0.26000166 0.48368943 0.35003954 -0.34837955 -0.016225442 -0.16424185 0.35188395
14455	0.10693169 -0.19833928 0.28647143 0.19381285 0.20640373 -0.39285696 0.11632651 0.11394748 -0.17311336 0.49151784 0.16012263 -0.13687496 0.041300356 -0.049001 -0.09453683 -0.01841284
15002	-0.6306114 0.5176698 0.23703021 -0.1474073 0.510901 0.049650535 0.030973554 0.0020687282 -0.041502833 0.073223636 0.28050685 0.068334885 -0.073002815 -0.03266967 0.055148035 -0.038640063
16027	-0.88620377 -0.6974162 -0.32108492 0.06382656 -0.09606242 0.22403456 -0.19151248 0.12446427 0.16750042 -0.3263563 -0.13317037 0.16899015 0.015586466 0.3561558 0.1781679 -0.106332526
16004	-0.8612037 -0.4385689 0.18847793 0.36254996 -0.2193829 0.12414063 0.04341878 0.27536768 -0.033007808 -0.0533332 -0.2228168 -0.13644399 -0.004642099 0.12148727 0.083329394 -0.21009952
100	0.5201051 -0.14034581 0.8078981 1.0017178 -0.094713986 0.27878714 -0.056776077 0.42148143 0.3532949 0.15945472 -0.081818044 -0.36796027 -0.15026897 -0.25282297 0.018207572 0.0597581
46	0.89573646 -0.66522634 -0.14667565 0.07194394 0.2974817 -0.32866943 0.25692025 0.037388355 0.17936037 -0.10575665 -0.19922698 0.06328002 0.1550816 -0.26157784 0.03008008 0.023582939
95	0.06868672 0.114230484 0.05128789 0.44439563 -0.57686913 0.08205378 0.5987468 0.39639866 0.2562188 0.19782926 -0.13068265 0.35187814 -0.5045178 -0.2905334 0.024656087 0.031165417
16214	-0.005036354 -0.47545588 -0.32295173 -0.78934157 0.47328004 0.08501209 -0.3831309 -0.35223964 0.13363908 -0.14570402 0.116853654 -0.15424983 -0.027996972 -0.015415981 -0.16707397 -0.15072149
297	-0.8213911 -0.35799432 0.5971535 0.18116188 -0.02270864 0.09406865 0.28664362 0.14531088 -0.13419314 -0.5572676 0.17565727 -0.11959474 -0.23827012 -0.3287743 -0.04692065 -0.23294109
200	-0.16854572 -0.121694505 -0.11373317 -0.24016428 -0.763783 0.3358646 -0.13456097 0.0039775074 0.1373057 0.24683668 0.22538924 -0.27368826 -0.15635239 -0.076675795 -0.0281947 -0.08463268
229	-0.96404934 0.20647678 -0.21861249 0.115998566 0.03544247 -0.07174819 -0.23779538 0.18421799 -0.29979134 0.10291733 0.16178012 0.12302131 0.089139074 -0.11872424 0.08398348 -0.0331369
206	0.22896123 0.06354794 -0.0072885156 -0.13452691 -1.1717201 0.5152674 0.07728484 -0.1501664 0.16294721 0.119887516 0.09402031 -0.30004352 -0.15512753 -0.06984735 -0.08902919 -0.20756297
969	0.108320475 -0.028061032 -0.0695532 0.18146914 -1.0595887 0.4049268 -0.034590825 -0.06567189 -0.022333749 -0.04098302 0.13692325 0.15266842 -0.11132288 -0.2063454 0.14066575 -0.07078281
302	1.5596222 -0.46570754 -0.23244023 0.5178294 0.5489408 0.15192354 -0.4793536 0.1887232 0.2149569 -0.52597237 -0.2874702 -0.15068842 -0.25398287 0.2720035 0.2258285 0.10887511
477	0.2118969 0.57390565 -0.045803428 -0.1190204 0.17847952 0.057469115 0.35823482 -0.004252553 0.09753956 -0.01745741 -0.23993486 0.17213796 0.13691732 -0.0047632307 -0.08677391 -0.3230995
299	2.2577896 -1.1514297 0.497001 -0.75519264 -0.07850577 -1.2831788 0.07225564 -0.2181175 -0.5837289 0.46625668 -0.10231745 0.24301921 0.0024119318 0.32094836 0.24505642 -0.29740366
380	1.5338371 -0.55304646 -0.7211372 0.5911876 0.33022818 -0.006805785 -0.5748367 0.057724625 -0.24968554 -0.42251754 0.1749968 -0.5606208 -0.027345702 0.3068437 0.4979145 -0.23437274
673	-0.28826594 0.076313555 -0.032633007 -0.63162816 0.34851542 0.016169304 0.24535224 -0.060462266 -0.10075556 -0.039586693 0.001455605 0.04275453 0.09782857 -0.06490866 0.16176769 -0.034291215
553	-1.0472393 -0.4923128 -0.41176006 -0.39196157 -0.08687438 -0.013007134 -0.0105154365 -0.06855646 0.14431575 0.08727448 -0.09920263 0.07667654 0.17631504 -0.029098421 0.24926338 -0.16174008
594	-0.8174329 0.21342716 -0.14518756 -1.0790273 -0.2995644 -0.2550013 0.23729676 0.774644 -0.21065961 -0.30921483 -0.81784266 -0.5975745 -0.64530486 -0.27561805 -0.45221895 -0.16493021
604	-0.08946228 0.51467437 0.024751782 1.2530832 0.35010007 0.09850827 1.6067212 0.5378379 -0.33014446 -0.21788985 -0.3516229 -0.2618547 -0.34066734 0.19273236 0.24568516 0.14921099
4891	-0.10170603 0.9603708 0.120286405 0.18270987 0.035347313 -0.6332016 -0.5082137 0.08737332 0.4820804 0.16109283 0.20404464 0.29180688 -0.21578549 -0.043654688 -0.004489705 0.019528959
528	-0.38680124 -0.05849892 -0.8238916 0.42927983 -0.151945 0.18622339 0.8856715 0.1449297 0.089346506 0.24306633 -0.05485207 0.15481593 0.44957757 0.18553108 -0.024065904 -0.013941169
593	-0.4224422 0.5046105 0.54824716 0.51613206 0.53322494 0.07962152 1.198937 0.36998403 -0.09183453 -0.1193239 0.003907621 0.13031824 -0.36169195 -0.061909307 0.22299546 0.17517217
920	-0.046364307 -0.75725067 -0.40281376 -0.1603666 -0.08938567 -0.059520267 -0.0009299964 0.13911933 0.028029077 -0.13528132 -0.14065105 -0.03130853 0.18306854 -0.12205542 0.20253652 -0.1390415
1846	1.1280231 -0.21161103 -0.44498956 0.052568495 0.24991873 0.27191252 -0.3923961 0.1733135 -0.11801292 -0.11671263 -0.2539602 -0.2047608 -0.18353523 0.29505646 0.19491914 0.08221285
2370	0.29387188 -0.1094085 -0.5155169 -0.30742288 -0.12972488 0.13288672 -0.080799885 -0.20129375 0.29518217 -0.17462875 -0.0060611963 -0.03398578 0.30282247 0.18283904 -0.5258883 -0.11245544
2149	0.15219045 0.4615672 1.5833664 0.10059875 0.0060518384 0.49163148 0.07841128 0.25238568 -0.5039849 -0.0482845 0.119152725 -0.18801542 -0.13258456 0.046025477 0.18339552 0.08916244
2106	-0.47197843 1.2493819 -0.20130998 0.31414583 -0.6531298 -1.3776658 -0.34703988 0.05454281 1.0212351 -0.090086766 0.2659045 -0.049265668 -0.18545868 0.13221183 0.24910694 0.1366393
