protein_id,compound_id
HBTAR008625,HBIN031273
HBTAR008625,HBIN038627
HBTAR008625,HBIN034282
HBTAR008625,HBIN040759
HBTAR008625,HBIN047416
HBTAR008625,HBIN040708
HBTAR008625,HBIN026193
HBTAR008625,HBIN042853
HBTAR008625,HBIN044123
HBTAR008625,HBIN043814
HBTAR008625,HBIN017919
HBTAR008625,HBIN043304
HBTAR008625,HBIN017715
HBTAR008625,HBIN046087
HBTAR008625,HBIN037293
HBTAR008625,HBIN021522
HBTAR008625,HBIN019904
HBTAR008625,HBIN031155
HBTAR008625,HBIN008517
HBTAR008625,HBIN022515
HBTAR008625,HBIN012532
HBTAR008625,HBIN006110
HBTAR008625,HBIN003770
HBTAR008625,HBIN048672
HBTAR008625,HBIN033483
HBTAR008625,HBIN023626
HBTAR008625,HBIN027043
HBTAR008625,HBIN036215
HBTAR008625,HBIN000006
HBTAR008625,HBIN034842
HBTAR008625,HBIN031149
HBTAR008625,HBIN043043
HBTAR008625,HBIN014399
HBTAR008625,HBIN047307
HBTAR008625,HBIN019775
HBTAR008625,HBIN022819
HBTAR008625,HBIN005852
HBTAR008625,HBIN017639
HBTAR008625,HBIN023393
HBTAR008625,HBIN015278
HBTAR008625,HBIN023092
HBTAR008625,HBIN036053
HBTAR008625,HBIN014398
HBTAR008625,HBIN041645
HBTAR008625,HBIN004253
HBTAR008625,HBIN004121
HBTAR008625,HBIN026662
HBTAR008625,HBIN022574
HBTAR008625,HBIN044892
HBTAR008625,HBIN047143
HBTAR008625,HBIN014019
HBTAR008625,HBIN027168
HBTAR008625,HBIN013978
HBTAR008625,HBIN034546
HBTAR008625,HBIN038787
HBTAR008625,HBIN022582
HBTAR008625,HBIN017987
HBTAR008625,HBIN044225
HBTAR008625,HBIN037091
HBTAR008625,HBIN014876
HBTAR008625,HBIN048577
HBTAR008625,HBIN035105
HBTAR008625,HBIN047978
HBTAR008625,HBIN048342
HBTAR008625,HBIN001538
HBTAR008625,HBIN036520
HBTAR008625,HBIN011346
HBTAR008625,HBIN036892
HBTAR008625,HBIN000574
HBTAR008625,HBIN048467
HBTAR008625,HBIN019369
HBTAR008625,HBIN001564
HBTAR008625,HBIN018118
HBTAR008625,HBIN012569
HBTAR008625,HBIN027661
HBTAR008625,HBIN003176
HBTAR008625,HBIN041273
HBTAR008625,HBIN029423
HBTAR008625,HBIN045308
HBTAR008625,HBIN014142
HBTAR008625,HBIN022602
HBTAR008625,HBIN045118
HBTAR008625,HBIN022387
HBTAR008625,HBIN013853
HBTAR008625,HBIN044691
HBTAR008625,HBIN048589
HBTAR008625,HBIN031723
HBTAR008625,HBIN005321
HBTAR008625,HBIN031886
HBTAR008625,HBIN019731
HBTAR008625,HBIN032628
HBTAR008625,HBIN044506
HBTAR008625,HBIN044517
HBTAR008625,HBIN038485
HBTAR008625,HBIN039372
HBTAR008625,HBIN015448
HBTAR008625,HBIN032926
HBTAR008625,HBIN048631
HBTAR008625,HBIN040103
HBTAR008625,HBIN031538
HBTAR008625,HBIN029519
HBTAR008625,HBIN009398
HBTAR008625,HBIN010328
HBTAR008625,HBIN042343
HBTAR008625,HBIN008852
HBTAR008625,HBIN021544
HBTAR008625,HBIN018824
HBTAR008625,HBIN019764
HBTAR008625,HBIN035154
HBTAR008625,HBIN029400
HBTAR008625,HBIN022647
HBTAR008625,HBIN018513
HBTAR008625,HBIN036905
HBTAR008625,HBIN036667
HBTAR008625,HBIN036067
HBTAR008625,HBIN018385
HBTAR008625,HBIN045047
HBTAR008625,HBIN006387
HBTAR008625,HBIN048633
HBTAR008625,HBIN045450
HBTAR008625,HBIN039010
HBTAR008625,HBIN000569
HBTAR008625,HBIN022256
HBTAR008625,HBIN033037
HBTAR008625,HBIN038035
HBTAR008625,HBIN027488
HBTAR008625,HBIN025908
HBTAR008625,HBIN042694
HBTAR008625,HBIN018006
HBTAR008625,HBIN031540
HBTAR008625,HBIN038205
HBTAR008625,HBIN016040
HBTAR008625,HBIN046368
HBTAR008625,HBIN010879
HBTAR008625,HBIN037707
HBTAR008625,HBIN003858
HBTAR008625,HBIN007888
HBTAR008625,HBIN000483
HBTAR008625,HBIN021368
HBTAR008625,HBIN045316
HBTAR008625,HBIN035586
HBTAR008625,HBIN038914
HBTAR008625,HBIN035196
HBTAR008625,HBIN048994
HBTAR008625,HBIN047378
HBTAR008625,HBIN024914
HBTAR008625,HBIN046835
HBTAR008625,HBIN029430
HBTAR008625,HBIN019948
HBTAR008625,HBIN001584
HBTAR008625,HBIN020390
HBTAR008625,HBIN032370
HBTAR008625,HBIN006471
HBTAR008625,HBIN048102
HBTAR008625,HBIN019688
HBTAR008625,HBIN034825
HBTAR008625,HBIN042583
HBTAR008625,HBIN030191
HBTAR008625,HBIN042305
HBTAR008625,HBIN002280
HBTAR008625,HBIN046496
HBTAR008625,HBIN047591
HBTAR008625,HBIN022249
HBTAR008625,HBIN023889
HBTAR008625,HBIN040530
HBTAR008625,HBIN033753
HBTAR008625,HBIN026430
HBTAR008625,HBIN011351
HBTAR008625,HBIN022354
HBTAR008625,HBIN008675
HBTAR008625,HBIN006380
HBTAR008625,HBIN011577
HBTAR008625,HBIN020198
HBTAR008625,HBIN022282
HBTAR008625,HBIN045475
HBTAR008625,HBIN013653
HBTAR008625,HBIN008833
HBTAR008625,HBIN025329
HBTAR008625,HBIN032172
HBTAR008625,HBIN033666
HBTAR008625,HBIN036683
HBTAR008625,HBIN026610
HBTAR008625,HBIN040843
HBTAR008625,HBIN021480
HBTAR008625,HBIN014718
HBTAR008625,HBIN016025
HBTAR008625,HBIN030654
HBTAR008625,HBIN037907
HBTAR008625,HBIN046019
HBTAR008625,HBIN037635
HBTAR008625,HBIN024567
HBTAR008625,HBIN004459
HBTAR008625,HBIN023366
HBTAR008625,HBIN030161
HBTAR008625,HBIN025263
HBTAR008625,HBIN026449
HBTAR008625,HBIN025026
HBTAR008625,HBIN039359
HBTAR008625,HBIN045144
HBTAR008625,HBIN005815
HBTAR008625,HBIN001971
HBTAR008625,HBIN041032
HBTAR008625,HBIN025914
HBTAR008625,HBIN004937
HBTAR008625,HBIN033585
HBTAR008625,HBIN000519
HBTAR008625,HBIN042768
HBTAR008625,HBIN033275
HBTAR008625,HBIN016516
HBTAR008625,HBIN008159
HBTAR008625,HBIN035276
HBTAR008625,HBIN026689
HBTAR008625,HBIN031222
HBTAR008625,HBIN010716
HBTAR008625,HBIN027107
HBTAR008625,HBIN015582
HBTAR008625,HBIN043361
HBTAR008625,HBIN028337
HBTAR008625,HBIN022943
HBTAR008625,HBIN010407
HBTAR008625,HBIN029382
HBTAR008625,HBIN033217
HBTAR008625,HBIN022536
HBTAR008625,HBIN012818
HBTAR008625,HBIN003647
HBTAR008625,HBIN045030
HBTAR008625,HBIN033583
HBTAR008625,HBIN018052
HBTAR008625,HBIN022519
HBTAR008625,HBIN023784
HBTAR008625,HBIN026774
HBTAR008625,HBIN040079
HBTAR008625,HBIN015362
HBTAR008625,HBIN003901
HBTAR008625,HBIN037358
HBTAR008625,HBIN034281
HBTAR008625,HBIN049163
HBTAR008625,HBIN019046
HBTAR008625,HBIN047633
HBTAR008625,HBIN013019
HBTAR008625,HBIN009284
HBTAR008625,HBIN042310
HBTAR008625,HBIN027024
HBTAR008625,HBIN022281
HBTAR008625,HBIN036518
HBTAR008625,HBIN022787
HBTAR008625,HBIN037085
HBTAR008625,HBIN019571
HBTAR008625,HBIN013393
HBTAR008625,HBIN007610
HBTAR008625,HBIN000962
HBTAR008625,HBIN040296
HBTAR008625,HBIN014670
HBTAR008625,HBIN026469
HBTAR008625,HBIN024821
HBTAR008625,HBIN014630
HBTAR008625,HBIN026580
HBTAR008625,HBIN030183
HBTAR008625,HBIN036022
HBTAR008625,HBIN008218
HBTAR008625,HBIN044492
HBTAR008625,HBIN026705
HBTAR008625,HBIN009512
HBTAR008625,HBIN013866
HBTAR008625,HBIN040485
HBTAR008625,HBIN036881
HBTAR008625,HBIN045966
HBTAR008625,HBIN025934
HBTAR008625,HBIN002612
HBTAR008625,HBIN035081
HBTAR008625,HBIN045814
HBTAR008625,HBIN014245
HBTAR008625,HBIN027320
HBTAR008625,HBIN032424
HBTAR008625,HBIN041991
HBTAR008625,HBIN029419
HBTAR008625,HBIN004449
HBTAR008625,HBIN011775
HBTAR008625,HBIN027166
HBTAR008625,HBIN018232
HBTAR008625,HBIN002911
HBTAR008625,HBIN036692
HBTAR008625,HBIN027003
HBTAR008625,HBIN002081
HBTAR008625,HBIN048414
HBTAR008625,HBIN037152
HBTAR008625,HBIN014104
HBTAR008625,HBIN018129
HBTAR008625,HBIN010592
HBTAR008625,HBIN024184
HBTAR008625,HBIN044152
HBTAR008625,HBIN014935
HBTAR008625,HBIN006121
HBTAR008625,HBIN042503
HBTAR008625,HBIN016865
HBTAR008625,HBIN044996
HBTAR008625,HBIN026390
HBTAR008625,HBIN001034
HBTAR008625,HBIN048357
HBTAR008625,HBIN005137
HBTAR008625,HBIN025981
HBTAR008625,HBIN024384
HBTAR008625,HBIN024936
HBTAR008625,HBIN015517
HBTAR008625,HBIN047017
HBTAR008625,HBIN019614
HBTAR008625,HBIN032421
HBTAR008625,HBIN020260
HBTAR008625,HBIN046078
HBTAR008625,HBIN046689
HBTAR008625,HBIN011166
HBTAR008625,HBIN010378
HBTAR008625,HBIN007601
HBTAR008625,HBIN048945
HBTAR008625,HBIN007271
HBTAR008625,HBIN027475
HBTAR008625,HBIN023834
HBTAR008625,HBIN047157
HBTAR008625,HBIN039660
HBTAR008625,HBIN022046
HBTAR008625,HBIN034945
HBTAR008625,HBIN037069
HBTAR008625,HBIN029840
HBTAR008625,HBIN011813
HBTAR008625,HBIN023390
HBTAR008625,HBIN038838
HBTAR008625,HBIN046550
HBTAR008625,HBIN029915
HBTAR008625,HBIN030108
HBTAR008625,HBIN048376
HBTAR008625,HBIN029056
HBTAR008625,HBIN032710
HBTAR008625,HBIN021943
HBTAR008625,HBIN035117
HBTAR008625,HBIN003305
HBTAR008625,HBIN035720
HBTAR008625,HBIN033868
HBTAR008625,HBIN034954
HBTAR008625,HBIN001240
HBTAR008625,HBIN045833
HBTAR008625,HBIN044183
HBTAR008625,HBIN014213
HBTAR008625,HBIN048986
HBTAR008625,HBIN031429
HBTAR008625,HBIN043805
HBTAR008625,HBIN035175
HBTAR008625,HBIN033338
HBTAR008625,HBIN014304
HBTAR008625,HBIN037778
HBTAR008625,HBIN046570
HBTAR008625,HBIN027241
HBTAR008625,HBIN048715
HBTAR008625,HBIN044523
HBTAR008625,HBIN020765
HBTAR008625,HBIN040654
HBTAR008625,HBIN033164
HBTAR008625,HBIN015702
HBTAR008625,HBIN025822
HBTAR008625,HBIN043424
HBTAR008625,HBIN006345
HBTAR008625,HBIN004664
HBTAR008625,HBIN022040
HBTAR008625,HBIN009464
HBTAR008625,HBIN020643
HBTAR008625,HBIN048224
HBTAR008625,HBIN034423
HBTAR008625,HBIN024251
HBTAR008625,HBIN033094
HBTAR008625,HBIN021362
HBTAR008625,HBIN003688
HBTAR008625,HBIN024380
HBTAR008625,HBIN020123
HBTAR008625,HBIN008949
HBTAR008625,HBIN005113
HBTAR008625,HBIN032840
HBTAR008625,HBIN008703
HBTAR008625,HBIN043804
HBTAR008625,HBIN035847
HBTAR008625,HBIN007776
HBTAR008625,HBIN010673
HBTAR008625,HBIN038726
HBTAR008625,HBIN028022
HBTAR008625,HBIN025348
HBTAR008625,HBIN041389
HBTAR008625,HBIN032461
HBTAR008625,HBIN010947
HBTAR008625,HBIN045469
HBTAR008625,HBIN009713
HBTAR008625,HBIN039622
HBTAR008625,HBIN037307
HBTAR008625,HBIN006808
HBTAR008625,HBIN001647
HBTAR008625,HBIN012075
HBTAR008625,HBIN013062
HBTAR008625,HBIN021936
HBTAR008625,HBIN018909
HBTAR008625,HBIN025998
HBTAR008625,HBIN018170
HBTAR008625,HBIN019791
HBTAR008625,HBIN035410
HBTAR008625,HBIN040487
HBTAR008625,HBIN048355
HBTAR008625,HBIN048354
HBTAR008625,HBIN042111
HBTAR008625,HBIN038018
HBTAR008625,HBIN044879
HBTAR008625,HBIN009971
HBTAR008625,HBIN014759
HBTAR008625,HBIN018913
HBTAR008625,HBIN022888
HBTAR008625,HBIN046551
HBTAR008625,HBIN010964
HBTAR008625,HBIN048335
HBTAR008625,HBIN007055
HBTAR008625,HBIN025019
HBTAR008625,HBIN031786
HBTAR008625,HBIN048268
HBTAR008625,HBIN007446
HBTAR008625,HBIN036321
HBTAR008625,HBIN001531
HBTAR008625,HBIN022846
HBTAR008625,HBIN039108
HBTAR008625,HBIN047936
HBTAR008625,HBIN021880
HBTAR008625,HBIN048360
HBTAR008625,HBIN044729
HBTAR008625,HBIN046387
HBTAR008625,HBIN019826
HBTAR008625,HBIN043037
HBTAR008625,HBIN021714
HBTAR008625,HBIN025561
HBTAR008625,HBIN008519
HBTAR008625,HBIN039998
HBTAR008625,HBIN035397
HBTAR008625,HBIN033597
HBTAR008625,HBIN013892
HBTAR008625,HBIN022566
HBTAR008625,HBIN000662
HBTAR008625,HBIN048053
HBTAR008625,HBIN046174
HBTAR008625,HBIN046246
HBTAR008625,HBIN045827
HBTAR008625,HBIN033165
HBTAR008625,HBIN005999
HBTAR008625,HBIN044682
HBTAR008625,HBIN015866
HBTAR008625,HBIN008924
HBTAR008625,HBIN006984
HBTAR008625,HBIN047693
HBTAR008625,HBIN033516
HBTAR008625,HBIN046058
HBTAR008625,HBIN000981
HBTAR008625,HBIN030754
HBTAR008625,HBIN018026
HBTAR008625,HBIN038480
HBTAR008625,HBIN045010
HBTAR008625,HBIN012855
HBTAR008625,HBIN040538
HBTAR008625,HBIN008787
HBTAR008625,HBIN025274
HBTAR008625,HBIN007642
HBTAR008625,HBIN030823
HBTAR008625,HBIN020799
HBTAR008625,HBIN035038
HBTAR008625,HBIN026276
HBTAR008625,HBIN022938
HBTAR008625,HBIN014091
HBTAR008625,HBIN005801
HBTAR008625,HBIN005696
HBTAR008625,HBIN027572
HBTAR008625,HBIN011564
HBTAR008625,HBIN002667
HBTAR008625,HBIN020720
HBTAR008625,HBIN017437
HBTAR008625,HBIN022997
HBTAR008625,HBIN036560
HBTAR008625,HBIN017056
HBTAR008625,HBIN046636
HBTAR008625,HBIN024341
HBTAR008625,HBIN037407
HBTAR008625,HBIN021565
HBTAR008625,HBIN025258
HBTAR008625,HBIN009873
HBTAR008625,HBIN006620
HBTAR008625,HBIN002170
HBTAR008625,HBIN030737
HBTAR008625,HBIN016691
HBTAR008625,HBIN003405
HBTAR008625,HBIN029314
HBTAR008625,HBIN048412
HBTAR008625,HBIN025465
HBTAR008625,HBIN033470
HBTAR008625,HBIN039443
HBTAR008625,HBIN041950
HBTAR008625,HBIN032813
HBTAR008625,HBIN030781
HBTAR008625,HBIN031192
HBTAR008625,HBIN046280
HBTAR008625,HBIN041761
HBTAR008625,HBIN040626
HBTAR008625,HBIN032344
HBTAR008625,HBIN023789
HBTAR008625,HBIN030188
HBTAR008625,HBIN036568
HBTAR008625,HBIN027382
HBTAR008625,HBIN011719
HBTAR008625,HBIN006849
HBTAR008625,HBIN033574
HBTAR008625,HBIN036449
HBTAR008625,HBIN030864
HBTAR008625,HBIN031592
HBTAR008625,HBIN040608
HBTAR008625,HBIN047005
HBTAR008625,HBIN007626
HBTAR008625,HBIN008361
HBTAR008625,HBIN011302
HBTAR008625,HBIN011247
HBTAR008625,HBIN028291
HBTAR008625,HBIN009906
HBTAR008625,HBIN036525
HBTAR008625,HBIN021790
HBTAR008625,HBIN048634
HBTAR008625,HBIN000035
HBTAR008625,HBIN032456
HBTAR008625,HBIN032836
HBTAR008625,HBIN040883
HBTAR008625,HBIN018423
HBTAR008625,HBIN015704
HBTAR008625,HBIN019471
HBTAR008625,HBIN039022
HBTAR008625,HBIN040723
HBTAR008625,HBIN034524
HBTAR008625,HBIN035488
HBTAR008625,HBIN029718
HBTAR008625,HBIN043203
HBTAR008625,HBIN021607
HBTAR008625,HBIN047926
HBTAR008625,HBIN030318
HBTAR008625,HBIN027041
HBTAR008625,HBIN008522
HBTAR008625,HBIN028514
HBTAR008625,HBIN039225
HBTAR008625,HBIN022725
HBTAR008625,HBIN044393
HBTAR008625,HBIN018266
HBTAR008625,HBIN043673
HBTAR008625,HBIN029147
HBTAR008625,HBIN046555
HBTAR008625,HBIN011684
HBTAR008625,HBIN023187
HBTAR008625,HBIN035310
HBTAR008625,HBIN012522
HBTAR008625,HBIN016568
HBTAR008625,HBIN045188
HBTAR008625,HBIN020010
HBTAR008625,HBIN040182
HBTAR008625,HBIN031089
HBTAR008625,HBIN026964
HBTAR008625,HBIN044442
HBTAR008625,HBIN019296
HBTAR008625,HBIN018131
HBTAR008625,HBIN024973
HBTAR008625,HBIN012481
HBTAR008625,HBIN021151
HBTAR008625,HBIN011507
HBTAR008625,HBIN041914
HBTAR008625,HBIN020994
HBTAR008625,HBIN048196
HBTAR008625,HBIN031499
HBTAR008625,HBIN006891
HBTAR008625,HBIN008732
HBTAR008625,HBIN025536
HBTAR008625,HBIN039392
HBTAR008625,HBIN036734
HBTAR008625,HBIN004430
HBTAR008625,HBIN035199
HBTAR008625,HBIN027925
HBTAR008625,HBIN029818
HBTAR008625,HBIN048047
HBTAR008625,HBIN029301
HBTAR008625,HBIN034649
HBTAR008625,HBIN021823
HBTAR008625,HBIN014823
HBTAR008625,HBIN039687
HBTAR008625,HBIN049045
HBTAR008625,HBIN010919
HBTAR008625,HBIN036157
HBTAR008625,HBIN032451
HBTAR008625,HBIN044262
HBTAR008625,HBIN048409
HBTAR008625,HBIN010712
HBTAR008625,HBIN036318
HBTAR008625,HBIN038749
HBTAR008625,HBIN021261
HBTAR008625,HBIN035431
HBTAR008625,HBIN008492
HBTAR008625,HBIN040980
HBTAR008625,HBIN010574
HBTAR008625,HBIN045942
HBTAR008625,HBIN044799
HBTAR008625,HBIN016093
HBTAR008625,HBIN039769
HBTAR008625,HBIN041495
HBTAR008625,HBIN020619
HBTAR008625,HBIN048358
HBTAR008625,HBIN030018
HBTAR008625,HBIN020492
HBTAR008625,HBIN045846
HBTAR008625,HBIN037286
HBTAR008625,HBIN031031
HBTAR008625,HBIN013203
HBTAR008625,HBIN038764
HBTAR008625,HBIN041809
HBTAR008625,HBIN029313
HBTAR008625,HBIN019947
HBTAR008625,HBIN016873
HBTAR008625,HBIN010299
HBTAR008625,HBIN034853
HBTAR008625,HBIN026462
HBTAR008625,HBIN041916
HBTAR008625,HBIN029260
HBTAR008625,HBIN029470
HBTAR008625,HBIN024094
HBTAR008625,HBIN016009
HBTAR008625,HBIN029606
HBTAR008625,HBIN044138
HBTAR008625,HBIN039020
HBTAR008625,HBIN029648
HBTAR008625,HBIN032592
HBTAR008625,HBIN016083
HBTAR008625,HBIN013809
HBTAR008625,HBIN013432
HBTAR008625,HBIN035686
HBTAR008625,HBIN044229
HBTAR008625,HBIN010810
HBTAR008625,HBIN028435
HBTAR008625,HBIN015817
HBTAR008625,HBIN035062
HBTAR008625,HBIN025347
HBTAR008625,HBIN022902
HBTAR008625,HBIN004613
HBTAR008625,HBIN003736
HBTAR008625,HBIN043729
HBTAR008625,HBIN038915
HBTAR008625,HBIN004661
HBTAR008625,HBIN017938
HBTAR008625,HBIN024365
HBTAR008625,HBIN030534
HBTAR008625,HBIN045072
HBTAR008625,HBIN015613
HBTAR008625,HBIN025420
HBTAR008625,HBIN023351
HBTAR008625,HBIN023753
HBTAR008625,HBIN002613
HBTAR008625,HBIN039895
HBTAR008625,HBIN022017
HBTAR008625,HBIN013721
HBTAR008625,HBIN013333
HBTAR008625,HBIN040573
HBTAR008625,HBIN040655
HBTAR008625,HBIN015237
HBTAR008625,HBIN002969
HBTAR008625,HBIN015476
HBTAR008625,HBIN021795
HBTAR008625,HBIN035603
HBTAR008625,HBIN033246
HBTAR008625,HBIN013046
HBTAR008625,HBIN048888
HBTAR008625,HBIN014017
HBTAR008625,HBIN033432
HBTAR008625,HBIN021893
HBTAR008625,HBIN041970
HBTAR008625,HBIN002455
HBTAR008625,HBIN027582
HBTAR008625,HBIN021209
HBTAR008625,HBIN036524
HBTAR008625,HBIN027240
HBTAR008625,HBIN040288
HBTAR008625,HBIN037701
HBTAR008625,HBIN018897
HBTAR008625,HBIN048875
HBTAR008625,HBIN037684
HBTAR008625,HBIN003207
HBTAR008625,HBIN036778
HBTAR008625,HBIN009517
HBTAR008625,HBIN029110
HBTAR008625,HBIN011307
HBTAR008625,HBIN037187
HBTAR008625,HBIN006151
HBTAR008625,HBIN018216
HBTAR008625,HBIN030481
HBTAR008625,HBIN035795
HBTAR008625,HBIN006367
HBTAR008625,HBIN029663
HBTAR008625,HBIN023634
HBTAR008625,HBIN011516
HBTAR008625,HBIN023227
HBTAR008625,HBIN047921
HBTAR008625,HBIN005613
HBTAR008625,HBIN025288
HBTAR008625,HBIN036163
HBTAR008625,HBIN046542
HBTAR008625,HBIN048062
HBTAR008625,HBIN044636
HBTAR008625,HBIN029328
HBTAR008625,HBIN006859
HBTAR008625,HBIN039522
HBTAR008625,HBIN014048
HBTAR008625,HBIN044061
HBTAR008625,HBIN045974
HBTAR008625,HBIN047572
HBTAR008625,HBIN005930
HBTAR008625,HBIN040936
HBTAR008625,HBIN025520
HBTAR008625,HBIN044199
HBTAR008625,HBIN001014
HBTAR008625,HBIN006030
HBTAR008625,HBIN025984
HBTAR008625,HBIN039507
HBTAR008625,HBIN043724
HBTAR008625,HBIN011652
HBTAR008625,HBIN030507
HBTAR008625,HBIN032261
HBTAR008625,HBIN043909
HBTAR008625,HBIN018012
HBTAR008625,HBIN011769
HBTAR008625,HBIN024715
HBTAR008625,HBIN022215
HBTAR008625,HBIN044734
HBTAR008625,HBIN016163
HBTAR008625,HBIN011377
HBTAR008625,HBIN023333
HBTAR008625,HBIN040830
HBTAR008625,HBIN042693
HBTAR008625,HBIN021791
HBTAR008625,HBIN039021
HBTAR008625,HBIN015501
HBTAR008625,HBIN044234
HBTAR008625,HBIN035481
